id,url,title,visit_count,typed_count,last_visit_time,hidden
807,file:///C:/Users/aadmon05/Downloads/372%20Retencion%20IVA%20FSM%20Vitalclinic.pdf,Administración FSM.xlsx - Hojas de cálculo de Google,1,0,13366993657289502,0
808,file:///C:/Users/aadmon05/Downloads/RET%20IVA%20VITALCLINIC%2024-07-24.pdf,RET IVA VITALCLINIC 24-07-24.pdf,1,0,13366997316346179,0
809,file:///C:/Users/aadmon05/Downloads/CamScanner%2001-08-2024%2009.06_24.pdf,CamScanner 01-08-2024 09.06,1,0,13366998829909796,0
810,file:///C:/Users/aadmon05/Downloads/ret%20iva169618%20(1).pdf,P:\PROFIT_A\REPORTS\comp_iva_m.FRX,1,0,13367003176553475,0
812,file:///C:/Users/aadmon05/Downloads/+RET%20VITAL.pdf,P:\PROFIT_A\REPORTS\comp_iva_m.FRX,1,0,13367081473088638,0
813,file:///C:/Users/aadmon05/Downloads/retenci%C3%B3n%20vitalclinis%20.pdf,retención vitalclinis,1,0,13367096526839347,0
814,file:///C:/Users/aadmon05/Downloads/RETENCI%C3%93N%20VITALCLINIC%20NE%205891.pdf,CXP.RCompRetIva,1,0,13367103856136958,0
816,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%207859.pdf,CXP.RCompRetIva,1,0,13367190130723159,0
818,file:///C:/Users/aadmon05/Downloads/RETENCION%20N%C2%BA%2021.pdf,RETENCION Nº 21.pdf,1,0,13367337947219973,0
819,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIPCAYQLhgDGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBCDg5MmowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,2,0,13367343860285289,0
820,file:///C:/Users/aadmon05/Downloads/86386%20VITALCLINIC.pdf,86386 VITALCLINIC.pdf,2,0,13367367515537141,0
823,file:///C:/Users/aadmon05/Downloads/vitalclinic0508vzla.pdf,vitalclinic0508vzla.pdf,1,0,13367431026126019,0
824,https://www.google.com/search?gs_ssp=eJzj4tLP1TcwMiuON05XYDRgdGDwYk5KLgMAN-ME_g&q=bcv&oq=b&gs_lcrp=EgZjaHJvbWUqEwgGEC4YgwEYxwEYsQMY0QMYgAQyBggAEEUYOTITCAEQLhiDARjHARixAxjRAxiABDITCAIQLhiDARjHARixAxjRAxiABDITCAMQLhiDARjHARixAxjRAxiABDINCAQQABiDARixAxiABDITCAUQLhiDARjHARixAxjRAxiABDITCAYQLhiDARjHARixAxjRAxiABDITCAcQLhiDARjHARixAxjRAxiABDITCAgQLhiDARjHARixAxjRAxiABNIBCjMwNDM4ajBqMTWoAgiwAgE&sourceid=chrome&ie=UTF-8,bcv - Buscar con Google,2,0,13367506142383956,0
825,https://www.bcv.org.ve/tasas-informativas-sistema-bancario,Tasas Informativas del Sistema Bancario | Banco Central de Venezuela,1,0,13367506223417847,0
827,file:///C:/Users/aadmon05/Downloads/Retencion%20n%C2%BA%2022.pdf,Retencion nº 22.pdf,1,0,13367510005171396,0
828,file:///C:/Users/aadmon05/Downloads/RETVITALCLINIC6850%206846%206961%206986%206977%206951%206950%207388%207355%207386%207390%207389%207353%207352%20(1).pdf,CXP.RCompRetIva,1,0,13367510021883476,0
829,file:///C:/Users/aadmon05/Downloads/86109%20VITALCLINIC.pdf,86109 VITALCLINIC.pdf,1,0,13367529151113898,0
831,file:///C:/Users/aadmon05/Downloads/RET%20VITALCLINIC%2092124.pdf,RET VITALCLINIC 92124.pdf,1,0,13367597120537164,0
832,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%208252.pdf,CXP.RCompRetIva,1,0,13367598879291413,0
833,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%208255.pdf,CXP.RCompRetIva,1,0,13367598894270155,0
834,file:///C:/Users/aadmon05/Downloads/CR20240700000169.pdf,CR20240700000169.pdf,1,0,13367602490677533,0
835,file:///C:/Users/aadmon05/Downloads/Ret.IVA%2083318.pdf,Ret.IVA 83318.pdf,1,0,13367606021915052,0
836,file:///C:/Users/aadmon05/Downloads/Ret.IVA%2089594.pdf,Retención I.V.A.,1,0,13367606041442938,0
837,file:///C:/Users/aadmon05/Downloads/Ret.IVA%2090411.pdf,Retención I.V.A.,1,0,13367606056044832,0
838,file:///C:/Users/aadmon05/Downloads/Ret.IVA%2090853.pdf,Retención I.V.A.,1,0,13367606070620437,0
839,file:///C:/Users/aadmon05/Downloads/Ret.LAE%2083318.pdf,Ret.LAE 83318.pdf,1,0,13367606083765078,0
840,file:///C:/Users/aadmon05/Downloads/Ret.LAE%2090411.pdf,Ret.LAE 90411.pdf,1,0,13367606098271645,0
841,file:///C:/Users/aadmon05/Downloads/Ret.LAE%2090853.pdf,Ret.LAE 90853.pdf,1,0,13367606113023453,0
842,file:///C:/Users/aadmon05/Downloads/Ret.LAE%2085647.pdf,Ret.LAE 85647.pdf,1,0,13367606125912554,0
843,file:///C:/Users/aadmon05/Downloads/Ret.LAE%2085647%20(1).pdf,Ret.LAE 85647 (1).pdf,1,0,13367609565475153,0
844,file:///C:/Users/aadmon05/Downloads/RETVITALCLINIC7516.pdf,CXP.RCompRetIva,1,0,13367615772405163,0
845,file:///C:/Users/aadmon05/Downloads/367%20Retencion%20FSM%20Vitalclinic%20(2).pdf,Administración FSM.xlsx - Hojas de cálculo de Google,1,0,13367618056567012,0
846,file:///C:/Users/aadmon05/Downloads/img187%20(1).pdf,img187 (1).pdf,1,0,13367622982535800,0
847,file:///C:/Users/aadmon05/Downloads/vitalclinic0808.pdf,vitalclinic0808.pdf,1,0,13367624128784982,0
848,file:///C:/Users/aadmon05/Downloads/87856%20VITALCLINIC.pdf,87856 VITALCLINIC.pdf,1,0,13367627308995924,0
850,file:///C:/Users/aadmon05/Downloads/vitalclinic%20733.pdf,P:\ADMINISTRATIVO\REPORTS\comp_iva_m.FRX,1,0,13367944921782709,0
851,file:///C:/Users/aadmon05/Downloads/scan20240809_17223409.pdf,scan20240809_17223409.pdf,1,0,13367949994932772,0
852,file:///C:/Users/aadmon05/Downloads/IVA%20FACT.%20171007%20DROGUERIA%20VITALCLINIC%20(1).pdf,Z:\PROFIT_A\REPORTS\ADM_SR\comp_iva_SR.FRX,1,0,13367954557782532,0
853,file:///C:/Users/aadmon05/Downloads/retenciones%20varias%20drog%20vital%20clinic.pdf,retenciones varias drog vital clinic.pdf,1,0,13367959652936291,0
854,file:///C:/Users/aadmon05/Downloads/RETVITALCLINIC8090%208079%208088%208078%208073%208086%208085.pdf,CXP.RCompRetIva,1,0,13367971360382305,0
856,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%209154.pdf,CXP.RCompRetIva,1,0,13368035177971946,0
857,file:///C:/Users/aadmon05/Downloads/vitalclinic1208.pdf,vitalclinic1208.pdf,1,0,13368041210876062,0
858,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIRCAYQABgDGEIYjwEYtAIY6gIyDwgHEC4YAxiPARi0AhjqAtIBCDc2NWowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,1,0,13368047253845766,0
861,file:///C:/Users/aadmon05/Downloads/87961%20VITALCLINIC.pdf,87961 VITALCLINIC.pdf,1,0,13368114582238620,0
862,"file:///C:/Users/aadmon05/Downloads/739.%20DROGUERIA%20VITALCLINIC,%20C.A.%20FACT%230165872.pdf","739. DROGUERIA VITALCLINIC, C.A. FACT#0165872.pdf",1,0,13368127491509389,0
863,file:///C:/Users/aadmon05/Downloads/ret%20iva%20fact%20171869.pdf,ret iva fact 171869.pdf,1,0,13368140339472665,0
864,file:///C:/Users/aadmon05/Downloads/Documento%20145.pdf,Documento 145.pdf,1,0,13368141438326526,0
865,file:///C:/Users/aadmon05/Downloads/701%20VITALCLINIC.pdf,701 VITALCLINIC.pdf,1,0,13368144525631194,0
867,file:///C:/Users/aadmon05/Downloads/COMPROBANTE%20DE%20RETENCI%C3%93N%20IVA%20VITALCLINIC%20%23881%20FACT%202902-2903.pdf,COMPROBANTE DE RETENCIÓN IVA VITALCLINIC #881 FACT 2902-2903.pdf,1,0,13368202182142136,0
868,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIRCAYQABgDGEIYjwEYtAIY6gIyEQgHEAAYAxhCGI8BGLQCGOoC0gEJMTAyOWowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,2,0,13368232450521602,0
869,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIPCAYQLhgDGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBCDgzNmowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,2,0,13368232503296366,0
870,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIRCAYQABgDGEIYjwEYtAIY6gIyEQgHEAAYAxhCGI8BGLQCGOoC0gEJMTAzN2owajE1qAIIsAIB&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,2,0,13368290815935084,0
871,file:///C:/Users/aadmon05/Downloads/ret%20fact%20166554.pdf,ret fact 166554.pdf,1,0,13368291073652343,0
872,file:///C:/Users/aadmon05/Downloads/ret%20fact%20166611.pdf,ret fact 166611.pdf,1,0,13368291119825931,0
873,file:///C:/Users/aadmon05/Downloads/COMPROBANTE%20DE%20RETENCI%C3%93N%20IVA%20VITALCLINIC%20%23881%20FACT%202902-2903%20(1).pdf,COMPROBANTE DE RETENCIÓN IVA VITALCLINIC #881 FACT 2902-2903 (1).pdf,1,0,13368309047789166,0
875,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIPCAYQLhgDGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBCDgwNWowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,2,0,13368629146577410,0
876,file:///C:/Users/aadmon05/Downloads/VITALCLINIC%200169996.pdf,inf_com17.frx,1,0,13368631967083817,0
877,file:///C:/Users/aadmon05/Downloads/retencion%20vitalclinic%20fact%200655.pdf,CXP.RCompRetIva,1,0,13368662909189981,0
878,file:///C:/Users/aadmon05/Downloads/RET%20101%20VITALCLINIC.pdf,RET 101 VITALCLINIC.pdf,1,0,13368662986985020,0
879,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIRCAYQABgDGEIYjwEYtAIY6gIyDwgHEC4YAxiPARi0AhjqAtIBCTEwNjFqMGoxNagCCLACAQ&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,2,0,13368715280320363,0
880,file:///C:/Users/aadmon05/Downloads/TapScanner%2021-08-2024-09%EA%9E%8952.pdf,TapScanner 21-08-2024-09꞉52.pdf,1,0,13368722927125723,0
883,file:///C:/Users/aadmon05/Downloads/CamScanner%2020-08-2024%2016.01%20(2).pdf,CamScanner 20-08-2024 16.01,1,0,13368901118465962,0
884,https://www.google.com/search?q=whatsapp+web&rlz=1C1GCEU_esVE1099VE1103&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCA9IBCDczN2owajE1qAIGsAIB&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,3,0,13368975504380600,0
885,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIRCAYQABgDGEIYjwEYtAIY6gIyEQgHEAAYAxhCGI8BGLQCGOoC0gEINzMyajBqMTWoAgiwAgE&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,1,0,13368976254335500,0
886,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIPCAYQLhgDGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBCDc0MGowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,2,0,13368999738985361,0
888,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIPCAYQLhgDGI8BGLQCGOoCMhEIBxAAGAMYQhiPARi0AhjqAtIBCDYwNGowajE1qAIIsAIB&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,1,0,13369005155906863,0
890,file:///C:/Users/aadmon05/Downloads/RET%20IVA%20VITALCLINIC%200170000%20(1).pdf,FoxPro,1,0,13369153781879496,0
891,https://www.google.com/search?q=precio+del+dolar+paralelo&rlz=1C1GCEU_esVE1099VE1103&oq=precio&gs_lcrp=EgZjaHJvbWUqDQgDEAAYiwMYsQMYgAQyCggAEAAYsQMYgAQyBggBEEUYOTINCAIQABiLAxixAxiABDINCAMQABiLAxixAxiABDINCAQQABiLAxixAxiABDIKCAUQABixAxiABDIHCAYQABiABDINCAcQABiLAxixAxiABDINCAgQABiLAxixAxiABDINCAkQABiLAxixAxiABNIBCDQ0NjJqMWo3qAIIsAIB&sourceid=chrome&ie=UTF-8,precio del dolar paralelo - Buscar con Google,2,0,13369155034593866,0
892,file:///C:/Users/aadmon05/Downloads/375%20Retencion%20IVA%20FSM%20Vitalclinic.pdf,Administración FSM.xlsx - Hojas de cálculo de Google,1,0,13369157668497604,0
893,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%200661.pdf,CXP.RCompRetIva,1,0,13369159458804414,0
894,file:///C:/Users/aadmon05/Downloads/retencion%2026.pdf,retencion 26.pdf,1,0,13369164665337872,0
895,file:///C:/Users/aadmon05/Downloads/RET%20429%20VITALCLINIC%20FACT90992.pdf,RET 429 VITALCLINIC FACT90992.pdf,1,0,13369168719626666,0
896,file:///C:/Users/aadmon05/Downloads/VITALCLINIC%205366%205450.pdf,P:\PROFIT_A\REPORTS\comp_iva_m.FRX,1,0,13369172197829549,0
897,file:///C:/Users/aadmon05/Downloads/RETVITALCLINIC1611%201586.pdf,CXP.RCompRetIva,1,0,13369174068329565,0
898,file:///C:/Users/aadmon05/Downloads/retencion%20vitalclinic%20fact%201630.pdf,CXP.RCompRetIva,1,0,13369179079149542,0
899,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%201141.pdf,CXP.RCompRetIva,1,0,13369179946330887,0
900,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%200855.pdf,CXP.RCompRetIva,1,0,13369179966592966,0
901,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%200854.pdf,CXP.RCompRetIva,1,0,13369179983543738,0
903,file:///C:/Users/aadmon05/Downloads/DOC-20240826-WA0039..pdf,DOC-20240826-WA0039..pdf,1,0,13369240936471935,0
904,file:///C:/Users/aadmon05/Downloads/Documento%202.pdf,Documento 2.pdf,1,0,13369240960001502,0
905,file:///C:/Users/aadmon05/Downloads/Documento%203.pdf,Documento 3.pdf,1,0,13369240976046154,0
906,file:///C:/Users/aadmon05/Downloads/retencion%2026%20(1).pdf,retencion 26 (1).pdf,1,0,13369247159203568,0
907,file:///C:/Users/aadmon05/Downloads/vitalclinic%20388%20221.pdf,P:\ADMINISTRATIVO\REPORTS\comp_iva_m.FRX,1,0,13369247583914962,0
908,file:///C:/Users/aadmon05/Downloads/378%20Retencion%20IVA%20FSM%20Vitalclinic.pdf,Administración FSM.xlsx - Hojas de cálculo de Google,1,0,13369256560758567,0
909,file:///C:/Users/aadmon05/Downloads/VITALCLINIC%20FACT%231774%201775.pdf,VITALCLINIC FACT#1774 1775,1,0,13369256579442867,0
910,file:///C:/Users/aadmon05/Downloads/VITALCLINIC%20FACT%231022%201021.pdf,VITALCLINIC FACT#1022 1021,1,0,13369256593958393,0
911,file:///C:/Users/aadmon05/Downloads/RET%20VITALCLINIC%20(20).pdf,P:\PROFIT_A\REPORTS\comp_iva_m.FRX,1,0,13369256779684235,0
912,file:///C:/Users/aadmon05/Downloads/RETENCION%2009-2024%20FARMAPLAZA.pdf,RETENCION 09-2024 FARMAPLAZA.pdf,1,0,13369265333599431,0
913,file:///C:/Users/aadmon05/Downloads/RETENCION%2010-2024%20FARMAPLAZA.pdf,RETENCION 10-2024 FARMAPLAZA.pdf,1,0,13369265353752263,0
914,file:///C:/Users/aadmon05/Downloads/VITALCLINIC%200169993%20(3).pdf,inf_com17.frx,1,0,13369265375187901,0
916,file:///C:/Users/aadmon05/Downloads/+RET%20IVA%20VITALCLINIC%20(14).pdf,P:\ADMINISTRATIVO\REPORTS\comp_iva_m.FRX,1,0,13369337755814054,0
917,file:///C:/Users/aadmon05/Downloads/RET.VITAL0023.pdf,RET.VITAL0023.pdf,1,0,13369351054970424,0
918,file:///C:/Users/aadmon05/Downloads/1082.pdf,1082.pdf,1,0,13369408322750829,0
919,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%201336.pdf,CXP.RCompRetIva,1,0,13369414550143385,0
920,file:///C:/Users/aadmon05/Downloads/COMP.%20DE%20RETENCI%C3%93N%202024-07-00000010%20VITALCLINIC%20(1).PDF,Export to PDF!,1,0,13369432492264273,0
921,file:///C:/Users/aadmon05/Downloads/COMP.%20DE%20RETENCI%C3%93N%202024-07-00000010%20VITALCLINIC%20(1)%20(1).PDF,Export to PDF!,1,0,13369432594421442,0
922,https://www30.mercantilbanco.com/olb/InitAccountSummary?fwd=summary,,4,0,13370806299918969,1
923,https://www30.mercantilbanco.com/olb/InitAccountSummary?fwd=summary#,Mercantil en Línea,2,0,13370719802859522,1
924,https://www30.mercantilbanco.com/olb/AccountDetailWait,,2,0,13370719803311349,1
925,https://www30.mercantilbanco.com/olb/ExitFrame,Mercantil en Línea,3,0,13370806303527483,0
926,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%202286.pdf,CXP.RCompRetIva,1,0,13369438817978452,0
928,file:///C:/Users/aadmon05/Downloads/CamScanner%2018-08-2024%2013.39.pdf,CamScanner 18-08-2024 13.39,1,0,13369506711587662,0
930,file:///C:/Users/aadmon05/Downloads/VITALCLINIC%20AB2%20FACT%202154%20T%2036%2062.pdf,VITALCLINIC AB2 FACT 2154 T 36 62.pdf,1,0,13369581083206279,0
932,"file:///C:/Users/aadmon05/Downloads/MEGAFARMA,%20C.A.%20RET%20IVA%20Nro%2079213%20DROGUERIA%20VITALCLINIC,C%20(2).pdf","MEGAFARMA, C.A. RET IVA Nro 79213 DROGUERIA VITALCLINIC,C (2).pdf",1,0,13369759960856770,0
933,"file:///C:/Users/aadmon05/Downloads/MEGAFARMA,%20C.A.%20RET%20IVA%20Nro%2079239%20DROGUERIA%20VITALCLINIC,C%20(1).pdf","MEGAFARMA, C.A. RET IVA Nro 79239 DROGUERIA VITALCLINIC,C (1).pdf",1,0,13369760013703688,0
934,"file:///C:/Users/aadmon05/Downloads/MEGAFARMA,%20C.A.%20RET%20IVA%20Nro%2079239%20DROGUERIA%20VITALCLINIC,C%20(2).pdf","MEGAFARMA, C.A. RET IVA Nro 79239 DROGUERIA VITALCLINIC,C (2).pdf",1,0,13369760034799959,0
935,https://www.bcv.org.ve/estadisticas/indice-de-inversion?page=23,Indice de Inversión (Base=28/10/2019) | Page 24 | Banco Central de Venezuela,1,0,13369766066208562,0
936,file:///C:/Users/aadmon05/Downloads/+RET%20CASANOVA%20VITALCLINIC%207113%207203%20NC%208593.pdf,P:\PROFIT_A\REPORTS\comp_iva_m.FRX,2,0,13369781223144332,0
938,https://www.google.com/search?q=whatsapp+web&oq=&gs_lcrp=EgZjaHJvbWUqCQgAEEUYOxjCAzIJCAAQRRg7GMIDMgkIARBFGDsYwgMyCQgCEEUYOxjCAzIJCAMQRRg7GMIDMgkIBBBFGDsYwgMyCQgFEEUYOxjCAzIJCAYQRRg7GMIDMhEIBxAAGAMYQhiPARi0AhjqAtIBCTEwMzJqMGoxNagCCLACAQ&sourceid=chrome&ie=UTF-8,whatsapp web - Buscar con Google,2,0,13369839768240584,0
939,https://web.whatsapp.com/?post_logout=1,WhatsApp Web,1,0,13369839787421308,0
941,file:///C:/Users/aadmon05/Downloads/RETENCION%20946%20VITALCLINIC.PDF,RETENCION 946 VITALCLINIC.PDF,1,0,13369842340054294,0
942,file:///C:/Users/aadmon05/Downloads/RET%20%20VITALCLINIC%20(2).pdf,P:\PROFIT_A\REPORTS\comp_iva_m.FRX,1,0,13369859838289032,0
943,file:///C:/Users/aadmon05/Downloads/1_5098208222817289174.pdf,1_5098208222817289174.pdf,1,0,13369868215943220,0
945,file:///C:/Users/aadmon05/Downloads/RETENCION%2011-2024%20FARMAPLAZA.pdf,RETENCION 11-2024 FARMAPLAZA.pdf,1,0,13370024183807627,0
946,file:///C:/Users/aadmon05/Downloads/CamScanner%2006-09-2024%2008.15.pdf,CamScanner 06-09-2024 08.15,1,0,13370104072301010,0
947,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%20%20%202907.pdf,CXP.RCompRetIva,1,0,13370104104882537,0
948,file:///C:/Users/aadmon05/Downloads/RETENCION%20VITALCLINIC%20FACT%203387.pdf,CXP.RCompRetIva,1,0,13370104119065722,0
949,file:///C:/Users/aadmon05/Downloads/RETENCION%2030.pdf,RETENCION 30.pdf,1,0,13370104134392216,0
950,file:///C:/Users/aadmon05/Downloads/RETVITALCLINIC3396%203403%203398%203968%203969%203970%203971%203975%203567%203977%203983%203979%203982%203978%203981%204054%204047%204046.pdf,CXP.RCompRetIva,1,0,13370108887968425,0
951,file:///C:/Users/aadmon05/Downloads/vitalclinic%208236.pdf,P:\ADMINISTRATIVO\REPORTS\comp_iva_m.FRX,1,0,13370112193785449,0
952,file:///C:/Users/aadmon05/Downloads/img945.pdf,img945.pdf,1,0,13370126370865011,0
953,file:///C:/Users/aadmon05/Downloads/img108.pdf,img108.pdf,1,0,13370126388584016,0
954,file:///C:/Users/aadmon05/Downloads/6.pdf,6.pdf,1,0,13370126403657248,0
955,file:///C:/Users/aadmon05/Downloads/5.pdf,5.pdf,1,0,13370126432729070,0
956,file:///C:/Users/aadmon05/Downloads/4%20(1).pdf,4 (1).pdf,1,0,13370126447624578,0
957,file:///C:/Users/aadmon05/Downloads/3%20(3).pdf,3 (3).pdf,1,0,13370126462049666,0
958,file:///C:/Users/aadmon05/Downloads/2%20(1).pdf,2 (1).pdf,1,0,13370126473684501,0
959,file:///C:/Users/aadmon05/Downloads/1%20(1).pdf,1 (1).pdf,1,0,13370126484419933,0
960,file:///C:/Users/aadmon05/Downloads/+RET%20CASANOVA%20VITALCLINIC%20FACT%20178103.pdf,P:\PROFIT_A\REPORTS\comp_iva_m.FRX,1,0,13370127847355859,0
